COD_CARD	PRODUCT
0460526004669	coffee
0460526004669	biscuits
0460526005123	water
0460526005123	milk
0460526005123	milk
0460526005123	brioches
0460526005123	coffee
0460526005123	pasta
0460526005123	coke
0460526005796	biscuits
0460526006427	milk
0460526006427	coffee
0460526008582	biscuits
0460526008582	frozen vegetables
0460526008582	biscuits
0460526008803	water
0460526008803	tunny
0460526008803	frozen vegetables
0460526008803	milk
0460526008803	pasta
0460526009749	coke
0460526009749	water
0460526009749	pasta
0460526009749	tunny
0460526009749	crackers
0460526014958	water
0460526014958	beer
0460526016013	water
0460526016013	yoghurt
0460526016013	yoghurt
0460526016013	brioches
0460526019922	pasta
0460526019922	water
0460526019922	milk
0460526019922	biscuits
0460533000913	milk
0460537009196	pasta
0460537009196	pasta
0460537009196	pasta
0460537009196	pasta
0460537009196	water
0460539003352	coke
0460539004762	milk
0460539007138	coke
0460539007138	water
0460539007176	milk
0460539009125	oil
0460539009125	juices
0460202002194	coffee
0460202002194	milk
0460202002194	beer
0460202004006	coke
0460202004006	milk
0460202004006	biscuits
0460202004006	milk
0460202004389	milk
0460202004389	biscuits
0460202008158	milk
0460202009964	juices
0460202010908	biscuits
0460202010960	water
0460202010960	milk
0460202010960	coffee
0460202010960	beer
0460202010960	water
0460202013220	brioches
0460202013220	milk
0460202013220	biscuits
0460202013916	water
0460202018331	water
0460202018331	biscuits
0460202018874	juices
0460202018874	water
0460202018874	pasta
0460202018874	water
0460202018874	beer
0460202020174	water
0460202020174	frozen vegetables
0460202020174	rice
0460202023007	yoghurt
0460202023007	yoghurt
0460202023007	tunny
0460202023007	milk
0460202023007	pasta
0460202023137	yoghurt
0460202023137	yoghurt
0460202023137	yoghurt
0460202023137	yoghurt
0460202023137	milk
0460202023137	pasta
0460202025780	pasta
0460202025780	pasta
0460202026039	juices
0460202029474	water
0460202029474	milk
0460202029474	water
0460202031552	frozen vegetables
0460202032511	water
0460202032511	milk
0460202035024	yoghurt
0460202035024	yoghurt
0460202035024	milk
0460202035024	tunny
0460202035611	milk
0460202042831	water
0460202042831	biscuits
0460202042831	pasta
0460202044712	coke
0460202044712	frozen fish
0460202044712	beer
0460202060194	frozen vegetables
0460202060194	pasta
0460202060194	beer
0460202063034	juices
0460202063034	yoghurt
0460501000082	water
0460501000082	coke
0460501000082	milk
0460501000082	coffee
0460501000167	milk
0460501000167	milk
0460501000167	yoghurt
0460501000167	yoghurt
0460501000167	milk
0460501000167	coffee
0460501000167	pasta
0460501000327	water
0460501000327	yoghurt
0460501000327	water
0460501000327	juices
0460501000327	juices
0460501000327	yoghurt
0460501000327	water
0460501000327	water
0460501000327	milk
0460501000334	water
0460501000334	pasta
0460501000365	milk
0460501000426	water
0460501000426	milk
0460501000440	juices
0460501000440	juices
0460501000440	milk
0460501000440	rice
0460501000440	pasta
0460501000600	biscuits
0460501000686	juices
0460501000686	yoghurt
0460501000686	water
0460501000686	biscuits
0460501000761	milk
0460501000815	tomato souce
0460501000815	pasta
0460501000815	yoghurt
0460501000815	yoghurt
0460501000815	milk
0460501000815	biscuits
0460501000822	brioches
0460501000853	water
0460501000990	coke
0460501001102	coffee
0460501001140	milk
0460501001140	milk
0460501001164	water
0460501001362	yoghurt
0460501001447	tomato souce
0460501001553	water
0460501001553	biscuits
0460501001553	milk
0460501001638	coke
0460501001638	tomato souce
0460501001638	pasta
0460501001638	pasta
0460501001638	pasta
0460501001690	water
0460501001690	ice cream
0460501001690	pasta
0460501001737	water
0460501001744	milk
0460501001744	coffee
0460501001744	tomato souce
0460501001843	water
0460501001843	water
0460501001959	yoghurt
0460501001959	brioches
0460501001966	mozzarella
0460501001966	frozen vegetables
0460501001966	milk
0460501001980	water
0460501001980	tunny
0460501001980	milk
0460501001980	milk
0460501001980	rice
0460501001980	pasta
0460501001980	pasta
0460501002000	brioches
0460501002000	coffee
0460501002000	juices
0460501002000	juices
0460501002017	milk
0460501002017	milk
0460501002017	pasta
0460501002024	pasta
0460501002024	biscuits
0460501002079	coke
0460501002079	milk
0460501002079	coffee
0460501002079	beer
0460501002116	frozen vegetables
0460501002178	tunny
0460501002178	milk
0460501002178	water
0460501002192	water
0460501002192	milk
0460501002314	pasta
0460501002314	pasta
0460501002314	pasta
0460501002529	coke
0460501002529	coke
0460501002550	water
0460501002550	yoghurt
0460501002550	milk
0460501002550	biscuits
0460501002635	water
0460501002680	beer
0460501002925	water
0460501002925	frozen fish
0460501002925	milk
0460501002925	pasta
0460501002925	water
0460501002925	brioches
0460501002994	yoghurt
0460501002994	milk
0460501002994	milk
0460501002994	water
0460501003038	water
0460501003038	water
0460501003113	water
0460501003113	milk
0460501003113	biscuits
0460501003199	milk
0460501003199	coke
0460501003199	coffee
0460501003199	brioches
0460501003267	milk
0460501003267	milk
0460501003267	frozen vegetables
0460501003335	water
0460501003335	water
0460501003403	water
0460501003403	yoghurt
0460501003403	yoghurt
0460501003403	biscuits
0460501003588	coke
0460501003625	yoghurt
0460501003755	milk
0460501003762	milk
0460501003809	tunny
0460501003809	frozen vegetables
0460501003809	oil
0460501003885	yoghurt
0460501003885	yoghurt
0460501003885	tomato souce
0460501003885	pasta
0460501003885	pasta
0460501003908	brioches
0460501004011	milk
0460501004066	tunny
0460501004066	milk
0460501004066	beer
0460501004080	yoghurt
0460501004080	yoghurt
0460501004080	crackers
0460501004080	coffee
0460501004103	beer
0460501004103	water
0460501004103	milk
0460501004103	coffee
0460501004141	water
0460501004141	ice cream
0460501004141	milk
0460501004141	biscuits
0460501004233	water
0460501004240	water
0460501004240	pasta
0460501004240	beer
0460501004240	biscuits
0460501004240	beer
0460501004431	water
0460501004493	coke
0460501004493	rice
0460501004660	water
0460501004660	milk
0460501004660	biscuits
0460501004660	pasta
0460501004806	milk
0460501004806	biscuits
0460501004806	coffee
0460501004806	pasta
0460501004806	water
0460501004806	crackers
0460501004875	milk
0460501004875	water
0460501004929	milk
0460501004929	pasta
0460501004929	pasta
0460501004998	brioches
0460501005001	yoghurt
0460501005001	rice
0460501005001	rice
0460501005001	beer
0460501005070	water
0460501005070	beer
0460501005070	milk
0460501005070	coffee
0460501005216	water
0460501005247	milk
0460501005247	biscuits
0460501005247	frozen vegetables
0460501005261	mozzarella
0460501005469	yoghurt
0460501005469	yoghurt
0460501005469	milk
0460501005469	juices
0460501005469	pasta
0460501005469	pasta
0460501005469	pasta
0460501005469	brioches
0460501005469	biscuits
0460501005643	brioches
0460501005759	water
0460501005759	milk
0460501005759	biscuits
0460501005780	water
0460501005780	milk
0460501005827	rice
0460501005827	tunny
0460501005827	brioches
0460501006053	pasta
0460501006114	milk
0460501006138	water
0460501006138	milk
0460501006138	crackers
0460501006190	milk
0460501006190	tomato souce
0460501006190	tunny
0460501006190	coffee
0460501006237	milk
0460501006374	water
0460501006374	crackers
0460501006497	brioches
0460501006497	ice cream
0460501006497	milk
0460501006497	pasta
0460501006497	pasta
0460501006572	yoghurt
0460501006572	milk
0460501006572	milk
0460501006572	biscuits
0460501006664	milk
0460501006718	yoghurt
0460501006718	yoghurt
0460501006718	yoghurt
0460501006718	beer
0460501006718	mozzarella
0460501006756	water
0460501006763	milk
0460501006763	biscuits
0460501006985	milk
0460501006985	brioches
0460501007579	coffee
0460501007760	milk
0460501007807	juices
0460501007807	tunny
0460501007807	milk
0460501007807	biscuits
0460501007807	milk
0460501007821	rice
0460501007821	oil
0460501007951	water
0460501007951	crackers
0460501008064	tunny
0460501008118	coke
0460501008118	water
0460501008118	brioches
0460501008118	milk
0460501008392	milk
0460501008415	yoghurt
0460501008415	milk
0460501008552	biscuits
0460501008774	frozen vegetables
0460501008774	milk
0460501008774	biscuits
0460501008941	water
0460501009023	water
0460501009023	coke
0460501009023	frozen vegetables
0460501009023	frozen fish
0460501009023	frozen vegetables
0460501009023	frozen vegetables
0460501009023	milk
0460501009023	milk
0460501009023	ice cream
0460501009023	biscuits
0460501009023	biscuits
0460501009023	brioches
0460501009054	juices
0460501009054	brioches
0460501009061	milk
0460501009122	coffee
0460501009122	biscuits
0460501009122	pasta
0460501009160	water
0460501009160	mozzarella
0460501009160	tunny
0460501009238	biscuits
0460501009252	coke
0460501009344	pasta
0460501009344	pasta
0460501009344	pasta
0460501009375	yoghurt
0460501009375	tomato souce
0460501009658	milk
0460501009658	pasta
0460501009658	biscuits
0460501009719	yoghurt
0460501009719	yoghurt
0460501009719	brioches
0460501010098	crackers
0460501010098	frozen vegetables
0460501010098	pasta
0460501010098	rice
0460501010609	milk
0460501010739	biscuits
0460501010845	milk
0460501010951	biscuits
0460501010951	coffee
0460501011040	water
0460501011040	yoghurt
0460501011040	milk
0460501011248	milk
0460501011293	coffee
0460501011309	beer
0460501011309	water
0460501011309	brioches
0460501011309	yoghurt
0460501011309	milk
0460501011309	biscuits
0460501011309	biscuits
0460501011347	milk
0460501011347	water
0460501011378	frozen vegetables
0460501011378	biscuits
0460501011378	milk
0460501011392	tunny
0460501011392	milk
0460501011392	pasta
0460501011392	pasta
0460501011392	juices
0460501011392	beer
0460501011507	milk
0460501011521	pasta
0460501011590	tunny
0460501011590	pasta
0460501011590	pasta
0460501011590	water
0460501011651	water
0460501011651	milk
0460501011651	water
0460501011651	water
0460501011705	crackers
0460501011705	milk
0460501011804	pasta
0460501012009	yoghurt
0460501012085	water
0460501012122	pasta
0460501012122	pasta
0460501012122	pasta
0460501012139	milk
0460501012139	milk
0460501012139	coke
0460501012214	coffee
0460501012214	milk
0460501012214	frozen vegetables
0460501012214	tomato souce
0460501012214	water
0460501012214	brioches
0460501012221	biscuits
0460501012221	coffee
0460501012221	tunny
0460501012221	biscuits
0460501012221	biscuits
0460501012269	beer
0460501012269	milk
0460501012269	biscuits
0460501012269	coffee
0460501012269	pasta
0460501012269	rice
0460501012399	milk
0460501012399	milk
0460501012450	water
0460501012450	tomato souce
0460501012528	milk
0460501012528	coke
0460501012528	pasta
0460501012528	pasta
0460501012528	pasta
0460501012528	juices
0460501012535	milk
0460501012535	pasta
0460501012535	pasta
0460501012634	brioches
0460501012733	water
0460501012764	yoghurt
0460501012764	brioches
0460501012788	milk
0460501012801	brioches
0460501012832	yoghurt
0460501012832	yoghurt
0460501012832	milk
0460501012832	biscuits
0460501012887	water
0460501012887	biscuits
0460501012887	tunny
0460501012986	frozen vegetables
0460501012986	milk
0460501012986	pasta
0460501012993	pasta
0460501012993	biscuits
0460501012993	milk
0460501012993	oil
0460501013204	beer
0460501013204	milk
0460501013204	water
0460501013259	milk
0460501013259	pasta
0460501013259	pasta
0460501013662	tunny
0460501013846	water
0460501013846	juices
0460501013891	yoghurt
0460501013891	yoghurt
0460501013891	frozen vegetables
0460501013891	coffee
0460501013891	pasta
0460501013938	coke
0460501013938	ice cream
0460501013945	pasta
0460501014140	coke
0460501014140	milk
0460501014140	frozen vegetables
0460501014188	milk
0460501014188	coffee
0460501014188	tomato souce
0460501014195	tunny
0460501014195	pasta
0460501014256	pasta
0460501014294	tunny
0460501014294	pasta
0460501014294	pasta
0460501014294	pasta
0460501014294	rice
0460501014317	pasta
0460501014317	milk
0460501014362	yoghurt
0460501014362	yoghurt
0460501014362	yoghurt
0460501014362	yoghurt
0460501014362	rice
0460501014386	pasta
0460501014423	water
0460501014423	pasta
0460501014423	pasta
0460501014423	milk
0460501014423	oil
0460501014423	biscuits
0460501014423	biscuits
0460501014430	milk
0460501014430	pasta
0460501014591	water
0460501014591	brioches
0460501014591	brioches
0460501014591	oil
0460501014591	water
0460501014874	tunny
0460501014874	tunny
0460501014874	brioches
0460501014874	tomato souce
0460501015048	coffee
0460501015048	pasta
0460501015048	pasta
0460501015048	pasta
0460501015048	pasta
0460501015048	pasta
0460501015048	tomato souce
0460501015253	juices
0460501015253	juices
0460501015253	frozen vegetables
0460501015253	coffee
0460501015253	beer
0460501015390	tunny
0460501015437	mozzarella
0460501015468	milk
0460501015468	beer
0460501015482	milk
0460501015758	yoghurt
0460501015758	tomato souce
0460501015987	tomato souce
0460501015987	juices
0460501015987	milk
0460501015987	brioches
0460501015987	coffee
0460501016045	biscuits
0460501016045	frozen vegetables
0460501016427	water
0460501016427	coffee
0460501016427	water
0460501016472	milk
0460501016472	pasta
0460501016472	pasta
0460501016472	rice
0460501016601	milk
0460501016601	yoghurt
0460501016601	yoghurt
0460501016601	milk
0460501016601	pasta
0460501016601	pasta
0460501016656	pasta
0460501016724	oil
0460501016724	coffee
0460501016724	pasta
0460501016809	milk
0460501016809	milk
0460501016861	pasta
0460501016977	milk
0460501017028	frozen vegetables
0460501017028	frozen vegetables
0460501017028	milk
0460501017028	water
0460501017127	yoghurt
0460501017127	yoghurt
0460501017127	yoghurt
0460501017127	yoghurt
0460501017127	yoghurt
0460501017127	pasta
0460501017127	brioches
0460501017127	biscuits
0460501017196	pasta
0460501017349	water
0460501017349	brioches
0460501017349	rice
0460501017349	biscuits
0460501017547	tunny
0460501017547	yoghurt
0460501017547	milk
0460501017547	rice
0460501017578	crackers
0460501017578	pasta
0460501017615	yoghurt
0460501017615	juices
0460501017615	oil
0460501017622	water
0460501017622	yoghurt
0460501017622	coke
0460501017622	tunny
0460501017622	brioches
0460501017622	brioches
0460501017653	coke
0460501017653	pasta
0460501017653	beer
0460501017691	milk
0460501017691	beer
0460501017714	coffee
0460501017936	yoghurt
0460501017936	milk
0460501017936	pasta
0460501017936	water
0460501017950	rice
0460501017950	milk
0460501017950	pasta
0460501017950	pasta
0460501018124	yoghurt
0460501018124	crackers
0460501018124	milk
0460501018124	pasta
0460501018179	water
0460501018179	milk
0460501018179	pasta
0460501018230	frozen vegetables
0460501018254	coke
0460501018254	milk
0460501018254	brioches
0460501018254	frozen vegetables
0460501018254	rice
0460501018254	juices
0460501018254	pasta
0460501018254	brioches
0460501018520	water
0460501018520	brioches
0460501018520	frozen vegetables
0460501018520	frozen vegetables
0460501018520	pasta
0460501018520	brioches
0460501018520	biscuits
0460501018520	coffee
0460501018520	pasta
0460501018520	beer
0460501018520	pasta
0460501018520	pasta
0460501018520	pasta
0460501018520	pasta
0460501018520	pasta
0460501018520	pasta
0460501018520	pasta
0460501018599	milk
0460501018599	water
0460501018599	pasta
0460501018865	milk
0460501018865	biscuits
0460501018902	coke
0460501018902	milk
0460501018902	milk
0460501018964	juices
0460501018964	yoghurt
0460501018964	milk
0460501019190	juices
0460501019190	tunny
0460501019190	pasta
0460501019435	yoghurt
0460501019473	water
0460501019473	milk
0460501019572	milk
0460501019572	rice
0460501019572	pasta
0460501019596	frozen vegetables
0460501019688	frozen vegetables
0460501019688	frozen vegetables
0460501019688	pasta
0460501019695	yoghurt
0460501019695	milk
0460501019695	yoghurt
0460501019695	biscuits
0460501019695	coffee
0460501019695	biscuits
0460501019695	biscuits
0460501019695	biscuits
0460501019770	coffee
0460501019770	brioches
0460501019916	yoghurt
0460501019916	yoghurt
0460501019916	yoghurt
0460501019916	yoghurt
0460501019916	milk
0460501019916	coffee
0460501019916	pasta
0460501019916	pasta
0460501019916	pasta
0460501019916	milk
0460501019916	brioches
0460501020042	milk
0460501020288	biscuits
0460501020479	water
0460501020530	water
0460501020530	milk
0460501020547	frozen vegetables
0460501020547	frozen vegetables
0460501020738	water
0460501020738	milk
0460501020738	water
0460501020820	yoghurt
0460501020820	pasta
0460501021018	milk
0460501021018	milk
0460501021018	biscuits
0460501021018	pasta
0460501021018	water
0460501021018	frozen fish
0460501021018	brioches
0460501021087	tunny
0460501021216	water
0460501021216	yoghurt
0460501021216	tomato souce
0460501021216	milk
0460501021230	water
0460501021230	tomato souce
0460501021230	coffee
0460501021230	milk
0460501021230	water
0460501021285	coke
0460501021285	milk
0460501021285	tomato souce
0460501021285	pasta
0460501021285	pasta
0460501021315	pasta
0460501021353	coffee
0460501021353	pasta
0460501021353	water
0460501021445	water
0460501021445	water
0460501021445	tunny
0460501021827	water
0460501021827	water
0460501021827	milk
0460501021827	pasta
0460501021827	pasta
0460501021827	tomato souce
0460501021827	biscuits
0460501021964	crackers
0460501021964	brioches
0460501022213	pasta
0460501022299	pasta
0460501022299	pasta
0460501022336	beer
0460501022565	milk
0460501022565	tunny
0460501022565	biscuits
0460501022565	brioches
0460501022732	water
0460501022732	milk
0460501022756	brioches
0460501022756	milk
0460501022756	coffee
0460501023104	water
0460501023104	milk
0460501023104	yoghurt
0460501023104	water
0460501023128	milk
0460501023128	yoghurt
0460501023128	biscuits
0460501023128	pasta
0460501023227	milk
0460501023388	biscuits
0460501023388	tunny
0460501023388	milk
0460501023388	mozzarella
0460501023630	water
0460501023630	biscuits
0460501023630	brioches
0460501023630	milk
0460501023630	milk
0460501023852	water
0460501023876	tinned meat
0460501023876	tunny
0460501023876	coffee
0460501023876	pasta
0460501023876	pasta
0460501023876	pasta
0460501023968	pasta
0460501023968	brioches
0460501024163	brioches
0460501024163	milk
0460501024163	pasta
0460501024293	tinned meat
0460501024293	yoghurt
0460501024293	milk
0460501024316	water
0460501024316	milk
0460501024316	pasta
0460501024316	tunny
0460501024651	milk
0460501024651	coffee
0460501024651	brioches
0460501024675	water
0460501024675	coke
0460501024675	frozen vegetables
0460501024675	milk
0460501024767	yoghurt
0460501024767	milk
0460501024866	water
0460501024866	water
0460501024873	milk
0460501024873	biscuits
0460501024941	frozen vegetables
0460501024996	biscuits
0460501025108	water
0460501025108	water
0460501025115	yoghurt
0460501025115	yoghurt
0460501025344	pasta
0460501025344	pasta
0460501025344	pasta
0460501025351	tunny
0460501025450	water
0460501025450	frozen vegetables
0460501025450	water
0460501025955	rice
0460501025955	frozen fish
0460501025955	tunny
0460501025955	frozen vegetables
0460501025955	frozen vegetables
0460501025955	milk
0460501025955	coffee
0460501025955	coffee
0460501025955	beer
0460501025955	crackers
0460501026006	brioches
0460501026068	water
0460501026112	water
0460501026112	juices
0460501026112	juices
0460501026112	juices
0460501026112	tunny
0460501026112	milk
0460501026112	pasta
0460501026112	tomato souce
0460501026112	water
0460501026129	water
0460501026129	brioches
0460501026174	water
0460501026174	coke
0460501026174	tomato souce
0460501026174	pasta
0460501026174	pasta
0460501026419	water
0460501026419	juices
0460501026419	coke
0460501026419	milk
0460501026419	milk
0460501026419	frozen vegetables
0460501026419	coffee
0460501026419	pasta
0460501026419	pasta
0460501026419	brioches
0460501026433	tunny
0460501026433	pasta
0460501026525	water
0460501026525	milk
0460501026525	milk
0460501026525	pasta
0460501026525	pasta
0460501026525	water
0460501026525	pasta
0460501026525	pasta
0460501026525	pasta
0460501026525	pasta
0460501026716	water
0460501026716	water
0460501026716	coke
0460501026716	frozen vegetables
0460501026716	pasta
0460501026778	water
0460501026792	water
0460501026792	juices
0460501026792	beer
0460501026792	brioches
0460501027164	milk
0460501027164	milk
0460501027225	biscuits
0460501027225	biscuits
0460501027300	milk
0460501027775	milk
0460501027775	pasta
0460501027775	rice
0460501027775	juices
0460501027775	milk
0460501027775	coffee
0460501027775	pasta
0460501027775	pasta
0460501027775	tomato souce
0460501027775	pasta
0460501027775	biscuits
0460501027775	brioches
0460501027775	brioches
0460501027836	water
0460501027836	juices
0460501027836	biscuits
0460501027836	yoghurt
0460501027836	brioches
0460501027836	milk
0460501027836	milk
0460501027836	frozen vegetables
0460501027935	coke
0460501027935	milk
0460501027935	beer
0460501027935	pasta
0460501028055	water
0460501028055	water
0460501028055	pasta
0460501029151	water
0460501029151	milk
0460501029182	water
0460501029182	milk
0460501029243	milk
0460501029267	beer
0460501029465	milk
0460501029625	pasta
0460501029625	yoghurt
0460501029908	water
0460501030645	milk
0460501030645	coffee
0460501031086	milk
0460501031086	coke
0460501031161	tunny
0460501031161	milk
0460501031161	pasta
0460501031161	pasta
0460501031161	tomato souce
0460501031161	water
0460501031161	water
0460501031215	beer
0460501031215	pasta
0460501031215	pasta
0460501031413	water
0460501031413	yoghurt
0460501031413	yoghurt
0460501031413	milk
0460501031413	pasta
0460501031413	yoghurt
0460501031475	pasta
0460501031475	milk
0460501031475	pasta
0460501031543	milk
0460501031598	brioches
0460501031635	yoghurt
0460501031635	juices
0460501031642	coffee
0460501031871	milk
0460501031871	tomato souce
0460501031871	water
0460501032151	milk
0460501032298	frozen vegetables
0460501032571	biscuits
0460501032571	milk
0460501032571	tomato souce
0460501033011	oil
0460501033196	frozen vegetables
0460501033196	brioches
0460501033196	yoghurt
0460501033196	yoghurt
0460501033196	milk
0460501033196	biscuits
0460501033196	tunny
0460501033318	coffee
0460501033493	milk
0460501033493	tomato souce
0460501033646	milk
0460501034193	yoghurt
0460501034193	yoghurt
0460501034193	milk
0460501034216	yoghurt
0460501034216	tunny
0460501034216	brioches
0460501034216	rice
0460501034889	milk
0460501034889	yoghurt
0460501034896	coke
0460501035510	milk
0460501035510	milk
0460501035510	pasta
0460501035619	milk
0460501035619	pasta
0460501035619	pasta
0460501035619	rice
0460501035671	coke
0460501035671	coke
0460501035671	pasta
0460501035671	beer
0460501035770	water
0460501036111	milk
0460501036111	water
0460501036111	milk
0460501036111	ice cream
0460501036111	water
0460501036449	coffee
0460501037293	coke
0460501037293	water
0460501037354	tunny
0460501037729	tomato souce
0460501037729	pasta
0460501037729	coffee
0460501038207	water
0460501038207	tunny
0460501038252	water
0460501038474	coffee
0460501038474	brioches
0460501038658	milk
0460501038658	milk
0460501038948	pasta
0460501039167	water
0460501039167	milk
0460501039167	tunny
0460501039167	brioches
0460501039167	biscuits
0460501039747	pasta
0460501039747	pasta
0460501039747	pasta
0460501039747	water
0460501040293	tomato souce
0460501040293	yoghurt
0460501040484	water
0460501040484	yoghurt
0460501040484	water
0460501040507	mozzarella
0460501040507	brioches
0460501040729	pasta
0460501040880	pasta
0460501040880	pasta
0460501040880	rice
0460501040880	oil
0460501040880	pasta
0460501040880	pasta
0460501041276	beer
0460501041276	milk
0460501041276	coffee
0460501041276	water
0460501041368	milk
0460501041641	coke
0460501041641	crackers
0460501041658	crackers
0460501041658	milk
0460501042204	water
0460501042204	ice cream
0460501042211	frozen fish
0460501042211	biscuits
0460501042211	frozen fish
0460501042266	coke
0460501042266	rice
0460501042266	milk
0460501042266	pasta
0460501042266	pasta
0460501042266	pasta
0460501042266	pasta
0460501042266	pasta
0460501042266	pasta
0460501042266	pasta
0460501042266	pasta
0460501042266	tomato souce
0460501042266	pasta
0460501042266	biscuits
0460501043102	frozen fish
0460501043102	ice cream
0460501043102	beer
0460501043102	milk
0460501043102	ice cream
0460501043102	yoghurt
0460501043102	crackers
0460501043300	water
0460501043300	brioches
0460501043300	pasta
0460501044284	milk
0460501044284	pasta
0460501044284	pasta
0460501044284	pasta
0460501044444	biscuits
0460501044444	coffee
0460501044444	oil
0460501044741	water
0460501044802	rice
0460501045212	coke
0460501045212	pasta
0460501045359	coffee
0460501046202	milk
0460501046202	milk
0460501046202	coffee
0460501046202	juices
0460501046202	juices
0460501046202	pasta
0460501046790	milk
0460501046790	oil
0460501046790	pasta
0460501047254	milk
0460501047254	brioches
0460501047353	water
0460501047353	yoghurt
0460501047353	frozen vegetables
0460501047353	pasta
0460501047681	frozen fish
0460501047698	milk
0460501047865	yoghurt
0460501047865	milk
0460501047865	yoghurt
0460501047865	milk
0460501047865	milk
0460501047872	milk
0460501047872	pasta
0460501047872	pasta
0460501047872	biscuits
0460501047872	biscuits
0460501048176	water
0460501048299	milk
0460501048299	oil
0460501048329	tunny
0460501048329	milk
0460501048329	rice
0460501048329	pasta
0460501048329	brioches
0460501048329	pasta
0460501048411	coffee
0460501048756	water
0460501048756	pasta
0460501048831	yoghurt
0460501048831	milk
0460501049111	milk
0460501049210	water
0460501049210	crackers
0460501049210	brioches
0460501049210	frozen vegetables
0460501049210	frozen vegetables
0460501049210	coffee
0460501049210	tunny
0460501049210	water
0460501049210	biscuits
0460501049647	tomato souce
0460501049647	coffee
0460501050094	milk
0460501050391	pasta
0460501050391	pasta
0460501050391	water
0460501050605	ice cream
0460501050605	milk
0460501050902	crackers
0460501050971	frozen vegetables
0460501050971	frozen vegetables
0460501051107	biscuits
0460501051121	water
0460501051121	milk
0460501051121	milk
0460501051121	pasta
0460501051121	pasta
0460501051121	pasta
0460501051237	milk
0460501051237	coffee
0460501051237	pasta
0460501051237	water
0460501051305	coffee
0460501051404	water
0460501051404	water
0460501051404	beer
0460501051404	yoghurt
0460501051404	yoghurt
0460501051404	tomato souce
0460501051404	tunny
0460501051404	yoghurt
0460501051404	milk
0460501051404	pasta
0460501051404	yoghurt
0460501051404	beer
0460501051657	water
0460501051657	coffee
0460501051657	brioches
0460501051893	brioches
0460501051893	brioches
0460501051893	biscuits
0460501051893	milk
0460501052029	tunny
0460501052029	brioches
0460501052388	coke
0460501052388	frozen vegetables
0460501052388	pasta
0460501052388	pasta
0460501052388	tomato souce
0460501052388	water
0460501052388	milk
0460501052401	coffee
0460501052401	coffee
0460501052401	pasta
0460501052401	biscuits
0460501053354	biscuits
0460501053682	coffee
0460501053682	biscuits
0460501053774	frozen vegetables
0460501053774	tunny
0460501053972	milk
0460501054016	pasta
0460501054016	pasta
0460501055600	tomato souce
0460501056096	pasta
0460501056782	water
0460501057000	milk
0460501057000	water
0460501057086	mozzarella
0460501057086	milk
0460501057086	frozen vegetables
0460501057086	tomato souce
0460501057109	milk
0460501057109	milk
0460501057109	biscuits
0460501057109	biscuits
0460501057109	coffee
0460501057109	oil
0460501057208	water
0460501057208	coke
0460501057208	juices
0460501057246	coke
0460501057246	beer
0460501057253	water
0460501057253	milk
0460501057253	juices
0460501057253	yoghurt
0460501057338	milk
0460501057376	milk
0460501057376	biscuits
0460501057413	milk
0460501057413	pasta
0460501057680	yoghurt
0460501057680	milk
0460501057710	beer
0460501057710	coke
0460501057710	milk
0460501057710	biscuits
0460501057710	tomato souce
0460501057796	rice
0460501057819	milk
0460501057819	biscuits
0460501057895	water
0460501057895	tunny
0460501057895	frozen vegetables
0460501058083	pasta
0460501058083	beer
0460501058304	water
0460501058472	water
0460501058472	brioches
0460501058540	tunny
0460501058540	oil
0460501058731	milk
0460501058731	coffee
0460501058786	frozen vegetables
0460501058786	juices
0460501058786	biscuits
0460501058793	milk
0460501058823	rice
0460501058823	biscuits
0460501058847	coffee
0460501058946	milk
0460501058946	pasta
0460501058946	pasta
0460501058946	biscuits
0460501059059	milk
0460501059059	brioches
0460501059059	milk
0460501059059	yoghurt
0460501059059	water
0460501059059	biscuits
0460501059295	tomato souce
0460501059356	pasta
0460501059356	pasta
0460501059356	pasta
0460501059356	pasta
0460501059356	pasta
0460501059356	pasta
0460501059356	water
0460501059394	milk
0460501059394	brioches
0460501059394	frozen vegetables
0460501059394	frozen vegetables
0460501060123	yoghurt
0460501060215	milk
0460501060215	water
0460501060215	water
0460501060482	yoghurt
0460501060482	yoghurt
0460501060482	crackers
0460501060482	milk
0460501060482	water
0460501060482	pasta
0460501060703	mozzarella
0460501060956	pasta
0460501060956	pasta
0460501060956	pasta
0460501060956	water
0460501061335	tunny
0460501061335	milk
0460501061335	pasta
0460501061335	pasta
0460501061335	pasta
0460501061427	pasta
0460501061427	yoghurt
0460501061427	milk
0460501061427	brioches
0460501061649	milk
0460501061649	biscuits
0460501061649	yoghurt
0460501061892	coke
0460501061892	yoghurt
0460501061892	pasta
0460501061892	brioches
0460501062035	milk
0460501062035	milk
0460501062035	pasta
0460501062035	pasta
0460501062035	pasta
0460501062035	water
0460501062059	milk
0460501062059	coke
0460501062059	frozen fish
0460501062059	frozen fish
0460501062059	pasta
0460501062059	water
0460501062059	pasta
0460501062059	pasta
0460501062110	yoghurt
0460501062110	yoghurt
0460501062226	oil
0460501062806	milk
0460501063049	milk
0460501063049	frozen vegetables
0460501063049	coffee
0460501063049	beer
0460501063049	water
0460501063056	water
0460501063056	biscuits
0460501063056	pasta
0460501063216	water
0460501063216	yoghurt
0460501063216	juices
0460501063216	brioches
0460501063216	coke
0460501063216	frozen vegetables
0460501063216	coffee
0460501063216	milk
0460501063216	water
